GeneSymbol	D3_ISO7_IEL_1	D3_ISO7_IEL_2	D4_ISO7_IEL_1	D4_ISO7_IEL_2
MON2	80.12	3.73	0	0
CDH3	0	3.07	0	0
ARSF	0	0	0	0
GPBP1	21.39	1.12	0	0
DGAT2	34.12	0.17	0	0
ZNF112	10.86	0	0	0
CS	122.88	194.21	0	25.63
LTK	0	0	0	0
MRPS24	0	0	0	0
ELMO2	0	0	0	0
WAPL	48.27	20.67	349.5	8.53
VMP1	9.38	18.32	0	0
APPBP2	19.24	0	0	0
POLD1	16.57	3.61	0	49.49
SEZ6	0	149.17	0	0
EIF4B	197.85	75.86	0	394.96
SLC6A16	0	0	0	0
BICRA	0	12.96	0	0
SPHK2	33.13	16.69	0	0
RPL18	136.96	292.42	2007.35	0
CA11	0	28.47	0	15.62
ISOC2	81.99	55.11	0	0
U2AF2	83.18	62.65	0	0
EPN1	2.22	10.78	0	0
MED29	80.32	46.01	0	0
AHRR	9.57	3.65	0	84.66
GSC2	0	0	0	0
ZNF275	0.63	12.91	0	0
MTMR1	20.83	17.74	0	55.69
GPC1	0	0	0	0
ADCK1	0	0	0	0
HAGH	0	0	0	0
RNF4	335.94	52.51	0	12.39
CASP8	32.54	71.03	742.35	514.59
LIMCH1	3.86	0	0	0
INTS13	20.25	87.49	0	0
TM7SF3	7.58	0.08	0	0
DLX3	0	0	0	0
SPA17	7.8	17.17	0	0
TSPAN32	0	0	0	0
CCN5	0	0	0	0
DMRT3	0	35.51	0	0
ST3GAL6	0	0	0	0
ATP2C2	0	0	0	0
NGFR	0	0	0	0
CDON	0	57.85	0	0
TAF2	142.09	31.49	0	0
HIPK2	31.77	25.07	37.39	48.27
TNPO3	24.73	4.9	0	73.57
BORCS8-MEF2B_ENSG00000064489	0	0	0	1.99
RFXANK	0	0	0	58.23
TMEM161A	16.42	0	0	0
LPAR2	0	0	0	0
CTSA	0.05	0	0	0
SUGP2	10.48	36.71	0	387.3
SLC12A2	16.79	17.31	0	5.29
SNX24	0	0	0	0
EYA2	18.28	6.12	0	0
CNN2	322.96	16.37	0	376.01
ABCA7	2.85	4.25	0	0
SNCAIP	0	0	0	0
DDX20	0	13.37	0	0
BTBD1	0	0	0	0
FAR2	0.33	0	0	0
BCAS1	0	75.09	0	0
POU1F1	0	0	0	0
CHI3L2	0	0	0	0
SBNO2	0	4.44	0	130.95
PMS1	7.02	34.84	0	0
HMG20B	88.97	210.59	0	0
CALCRL	0	0	0	0
TAF11	90.86	0	0	0
ANKS1A	0	5.59	0	0
AP3D1	46.03	94.26	0	108.8
ZNF76	24.96	4.24	0	0
SLC9A3R2	4.86	42.41	0	104.56
NTHL1	119.57	0	0	0
UHRF1BP1	0.02	11.95	0	0
GNAI3	25.16	8.95	0	0
IPO5	27	58.75	0	0
OAT	0	0	0	0
WDR3	31.27	12.78	0	0
PKN2	35.2	15.55	0	13.59
WDR18	76.12	0	0	0
TRAM2	0	0	0	0
NTN1	0	0	0	0
GLP2R	0	0	0	0
MCM10	0	0	0	0
DGKA	445.79	272.97	0	0
ERBB3	1.3	0	0	0
ROPN1	0	0	0	0
ANKRD44	48.24	6.26	0	218.14
KARS	157.57	43.07	0	0
ADAT1	0	19.9	0	0
PDIA5	0	0	0	0
TBC1D22B	0	0	0	0
NDUFB4	0	0	0	0
SPEN	36.65	17.39	0	74.75
MYLK	1.72	46.75	0	0
ZC3H15	127.96	465.71	0	0
MAP2K4	34	24.23	0	0
PACC1	0	0	0	0
SNAP91	0	0	0	0
SLK	33.72	3.28	0	0
CYB5R4	72.9	0	0	0
COL17A1	0	0	0	0
GSTO2	11.53	0	0	0
SEC61A2	0	0	0	0
PRKCQ	11.47	29.88	0	61.33
TLE2	0	0	0	0
ASB1	0	2.7	0	0
FAM107B	130.31	21.67	0	443.18
ME1	0	0	0	0
TBC1D1	25.18	0.25	0	0
CDK13	69.87	296.4	0	0
MTHFD2	152.05	0	0	0
SLC9A7	7.41	0	0	0
FOXJ2	0	7.33	0	0
YBX1	204.51	330.68	0	436.94
PDE4A	3.52	2.41	0	0
PPP2R5A	33.53	231.85	0	0
CTNNA2	0	0	0	0
ELAVL1	5.35	0.06	0	0
TIE1	0	0	0	0
DIP2B	21.85	0.99	0	0
SMARCD1	0	0	0	0
KDM4A	13.11	0	0	0
NFYC	62.18	27.53	0	0
ZMYND12	0	0	0	0
SLC9A3	0	0	0	0
NGEF	0	0	0	0
ASPM	28.31	14.45	0	26
CD84	39.58	49.78	0	0
ELOVL1	0	0	0	75.1
SPI1	0	0	0	0
ZNRD1	63.91	0	0	0
MPPED2	12.28	0	0	0
CLDN18	34.71	0	0	0
ZBTB11	16.82	10.9	0	11.83
ATXN3	64.88	21.49	0	518.46
GOLGA5	0	0	0	28.85
FGFR2	27.4	0	0	0
LRRC40	0	9.9	0	0
ISOC1	28.96	44.97	0	0
EML1	0	0	0	0
TRMT11	7.03	173.47	0	0
THUMPD1	12.48	85.69	0	55.77
MSANTD3	0	40.87	0	0
KIF26A	0	0	0	0
ATG2B	39.53	0	0	43.88
ARFGEF1	43.14	3.54	0	8.61
ACSM2B	0	0	0	18.79
ZFAT	0	0	0	0
MTFR1	0	0	0	0
STAG3	0	0	0	0
FECH	0	2.77	0	0
MYO9A	104.41	104.46	36.22	2.15
DDX3Y	0	0	0	42.44
PFKP	25.21	96.21	0	0
IDI1	4.95	41.12	0	0
SP100	21.8	129.35	0	85.23
KLF6	20.31	50.71	335.86	73.19
PLPP1	0	0	0	0
NEO1	0	0	0	42.76
TRAM1	8.57	12.55	0	25.33
PHKA1	0	0	0	0
TNFRSF1A	0	0	0	97.91
CACNB1	19.68	0	0	43.88
EVI5	0	0	0	0
STOML1	2.05	0	0	0
PKM	1531.4	849.16	0	722.72
DHX29	4.9	0	0	0
DNTTIP2	19.44	63.37	0	6.03
METTL22	0	0	0	0
TP53BP1	20.61	63.45	0	0
TRO	0	0	0	0
RRP15	4.62	0	0	0
RHOA	136.38	179.35	0	377.53
DHX8	21.01	4.16	0	35.32
PMS2P4_ENSG00000067601	0	0	0	0
PRKCZ	0	0	0	0
ZFY	0	0	0	5.95
IARS2	0	0	0	0
SYT1	0	0	0	0
NAV3	0.03	14.24	0	0
IDH3G	77.47	0	0	0
ROGDI	0	0	0	0
PDZD4	0	0	0	0
ATP2B3	0	0	0	0
ROCK1	120.09	24.19	0	0
CBFB	18.19	38.69	0	0
PDK3	2.7	8.89	0	42.59
HYAL2	0	0	0	0
HDAC4	18.79	0	0	341.9
RASSF1	21.77	0	0	225.18
FGFR3	0	0	0	0
IFI35	54.46	0	0	0
HEATR6	0	0	0	0
COASY	98.28	0	0	0
PLEKHH3	0	0	0	0
MEF2A	23.61	0	0	0
OTUD5	49.76	0	0	0
TFE3	0	83.08	0	0
TBC1D25	134.73	0	0	0
ACSL4	12.74	0.08	0	328.34
INPP5A	0	0	0	0
GPKOW	0	46.22	0	0
GRIPAP1	88.11	83.19	0	0
FTSJ1	33.64	0	0	0
PRR11	0	0	0	0
REEP1	0	0	0	0
ATP11A	0	5.57	0	0
POLR1A	19.32	26.54	0	34.5
LAPTM4A	288.79	8.19	0	0
TTC7A	0	38.29	0	0
IP6K2	0	0	0	461.23
STON1-GTF2A1L	0	0	0	0
SRBD1	1.71	0	0	199.62
KIF2A	155.53	30.26	0	34.92
RASGRP2	0	0	0	0
PSME4	5.35	0	0	0
IFT80	0	158.93	0	0
SIRT2	84.99	0	0	0.51
ERLEC1	14.71	0	0	0
PPP2R5B	0	0	0	0
PYGM	0	0	0	0
PAGE1	0	0	0	0
PITX1	0	0	0	0
TRPC7	0	0	0	46.88
MAST4	0	4.4	0	0
ADGRF5	0	0	0	0
SDK2	0	2.77	0	0
ADAM7	23.1	0	0	0
NUP133	2.05	2.67	0	0
NUCKS1	44.29	17.61	0	0
VPS35	0.69	51.65	0	0
DNAJA2	102.49	39.42	0	15.51
BCL3	0	0	0	0
KCNAB2	334.85	449.85	1596.01	0
ABCC9	0.13	0.04	0	0
GAL	0	0	0	0
CLEC2D	2.84	97.72	0	0
FUNDC1	29.03	0	0	0
MAOB	0	10.5	0	0
RORA	6.07	45.12	0	1.65
DRD4	0	0	0	0
TGFBR3	2.71	0	0	0
PLA2G10	0	0	0	0
HES2	8.68	0	0	0
ATP1B3	0	0	0	50.3
NEDD4	52.56	4.06	0	0
PIGB	7.29	0	0	0
MAPK6	15.84	14.67	0	5.33
GNB5	85	290.65	0	1.48
RAB27A	83.31	39.87	0	48.01
HDHD5	0	0	0	0
UFD1	277.47	32.61	2890.47	0
LRP6	4.98	0	0	0
GUCY2C	0	0	0	0
SCT	0	0	0	0
PHRF1	21.12	22.18	0	0
ELP1	6.87	27.8	0	0
NUCB2	75.02	14.59	0	0
PFN2	0	0	0	0
PTPN3	1.54	0	0	0
SPTB	0	9.5	0	54.17
DAPP1	3.37	0	0	0
FGF10	3.65	0	0	0
SLC44A1	0	0	0	0
TMEM260	0	0	0	0
SMG6	4.41	13.65	0	59.8
EXOC5	16.17	143.48	0	0
CLTCL1	0	6.58	0	54.71
FGF22	0	0	0	0
FSTL3	9.11	0	0	0
DGCR2	11.92	5.46	0	0
RNF126	0	0	0	0
MNT	0	0	0	0
ZXDC	10.28	0	0	0
JMJD6	45.64	95.15	0	0
POLB	0	0	0	0
ST6GALNAC1	0	0	0	0
WIPI1	8.38	13.69	1028.23	0
FRMPD1	1.46	0	0	0
GBA2	0	0	0	0
NDST1	0	0	0	0
ASNS	62.44	0	0	0
AP3M2	21.06	6.68	0	0
CNGB1	0	0	0	0
ST6GALNAC2	0	23.65	0	0
CHAT	0	0	0	0
PABPC1	982.49	445.66	954.15	322.37
TESK2	7.37	0	0	0
CFAP20	12.22	0	0	0
CSNK2A2	0	68.77	0	0
PTPN21	0	0	0	0
EIF2B3	30.01	0	0	0
CAMK2A	0	0	0	0
TCOF1	49.74	79.83	0	95.14
CDC42	2.55	322.14	0	109.96
OSBPL3	180.51	6.92	0	0
EPHA8	0	0	0	0
SLC12A3	0	0	0	0
RAD18	0	0	0	0
ATP2B1	0.03	143	0	100.38
TRPM5	0	0	0	0
NCK2	6.62	0	0	0
MAP4K4	21.41	21.04	0	131.03
MGAT4A	2.96	12.43	0	0
RPL31	238.9	145.32	0	79.78
WDR1	168.7	136.95	0	0
SNX13	0.32	0	0	0
MS4A12	0	0	0	0
ARHGAP10	1.3	0	0	0
RPS6KA2	0	0	0	0
ING3	27.82	109.31	0	0
VASH1	0	0	0	0
LMCD1	0	0	0	0
BUD23	0	135.59	0	0
SEL1L	19.42	11.85	0	0
TRIP13	0	0	0	0
ATP6AP1	3.97	8.68	0	0
TCF3	0	13.79	0	0
TRIB2	0	7.39	0	0
DAZAP1	38.98	10.85	0	58.35
MBD3	16.08	0	0	0
PRLH	0	0	0	0
HLTF	28.79	0	0	0
FAM50A	233.63	361.19	88.49	0
FAM3A	0	0	0	0
CPSF1	0	19.52	0	0
MYO3B	0	0	0	0
CYBRD1	0	0	0	0
CDH19	0	0	0	0
PDCD2	48.54	1.99	0	0
SLC6A15	14.32	14.34	0	0
RDH11	13.21	4.49	0	0
PRKACA	77.05	0.64	0	0
ADGRL1	0	0	0	5.05
SPP2	3.35	0	0	0
ACTN1	32.21	0	0	0
ZFYVE26	19.14	20.41	0	120.16
RPS6KA6	0.55	0	0	0
EPN2	0	0	0	0
PTPN18	207.06	12.79	10.87	343.6
LIMS2	0	0	0	0
ASIC4	0	12.37	0	0
SPEG	0	1.34	0	0
LNX1	0	0	0	0
ALDH3A2	0	20.52	0	0
TFRC	281.52	12.61	0	515.2
SREBF1	0	0	0	0
TRPC5	0	1.5	0	0
AFF4	210.83	2.19	0	47.12
UBE2D1	0	0	0	0
MPP5	12.09	1.96	0	0
RHOBTB1	11.45	0	0	0
SMC1A	360.01	68.03	0	328.74
HSD17B10	0	4.83	0	0
MARK2	8.5	248.3	0	0
HMMR	0	84.92	0	0
CHFR	43.02	3.5	0	31.92
TRHDE	0	0	0	0
P4HA2	0	0	0	1.44
FCGR2B	7.49	4.98	0	0
NFATC3	4.49	238.64	0	10.02
TRNT1	115.99	0	0	0.05
ACADVL	0	0	0	0
STK10	78.46	47.84	0	178.59
FBXW11	9.3	36.2	0	0
ACAP1	4.61	891.41	0	0.07
CRMP1	0	0	0	0
EVC	0	0	0	0
DERL2	0	0	0	0
SIDT1	0	0	0	0
NDE1	8.33	0	0	0
MRVI1	0	0	0	0
TMEM38A	0	0	0	0
AP1M1	123.28	66.85	0	6.41
PVR	4.87	23.76	0	0
XRCC1	132.1	0	0	0
SCARB1	0.06	23.9	0	0
CYP2W1	0	0	0	0
MCM2	251.74	72.19	0	0
MOV10L1	0	84.25	0	0
PANX2	0	0	0	0
SELENOO	0	0	0	0
TP63	0	0	0	0
ALPK1	2.53	19.05	0	0
LLGL2	0	0	0	0
PDE8A	0	0	0	0
CLCN4	0	0	0	0
NLE1	0	0.07	0	0
SDHA	136.85	0	0	106.67
SMARCE1	91.94	147.66	0	172.49
FNDC8	0	0	0	0
GSDMB	0	0	0	0
KDM5A	62.88	15.27	160.93	88.71
ADAM11	0	0	0	0
PPP2R3A	0	0.78	0	0
FERMT2	0	0	0	0
ABCB11	0	0	0	0
DHRS9	0	0	0	0
CD5L	0	0	0	0
PTGS2	0	0	0	0
IGF2BP2	13.09	0	0	0
MAP3K13	0	0	0	0
ST6GAL1	6.79	8.81	0	0
TBX21	25.05	0	0	0
VDAC1P1_ENSG00000073905	0	0	0	0
FRY	2.75	1.75	0	0
PICALM	10.06	27.03	0	0
NSF	19.16	4.96	0	0
GLI2	0	0	0	0
CLASP1	13.2	9.21	0	2.34
MRPS34	334.98	0	0	0
NOTCH3	0	0	0	0
CLNS1A	17.64	121.29	0	0
PPP2R2C	0	0	0	0
TEAD2	0	0	0	0
EED	61.8	163.02	0	0
CDHR2	0	0	0	0
SNCB	0	0	0	0
TSG101	0	87.86	0	0
NCBP3	39.19	2.08	0	0
ATP2A3	0	35.61	0	189.99
CA12	0	0	0	0
MGLL	16.07	0	0	0
NTN4	0	0	0	0
BCS1L	0	0	0	0
NUAK1	0	0	0	0
DPP8	42.65	107.69	0	0
SLC24A1	8.62	3.76	0	52.51
ZNF532	0	0	0	0
SCARF1	0	0	0	0
LMAN1	76.07	62.1	0	16.62
HACD3	0	0	0	0
IPCEF1	101.29	82.58	0	0
ZZEF1	77.75	207.63	0	7.65
NOX3	0	0	0	0
ENO1	1516.08	822.9	0	782.68
SLC12A1	1.21	5.56	0	0
MYDGF	0	0	0	128.73
ANO8	0	0	0	0
TUBE1	31.51	0	0	0
ARHGEF10L	0	0	0	0
TXK	31.65	98.48	0	0
WSCD2	0	0	0	0
KCNQ2	0	4.25	0	0
TACR2	0	0	0	0
ACTR6	76.61	0	0	0
TIPIN	29.61	54.43	0	0
SRI	37.06	0	0	0
EIF4G3	64.26	26.13	0	0
NUP37	0	68.18	0	0
SEMA3A	1.77	0	0	0
GTSE1	0	0	0	0
SEMA3C	0	0	0	0
TTC38	17.04	0	0	0
ACAT1	0	0	0	0
GRAMD4	0	0	0	0
CELSR1	0	0	0	0
WNT8B	0	0	0	0
ZNF638	16.97	25.51	0	72.38
SLC25A40	23.2	0	0	0
TIMM21	0	20.68	0	0
ADD2	0	0	0	0
FGF4	0	0	0	0
RASAL2	0	0	0	0
VPS9D1	10.45	0	0	0
ZNF37A	47.41	178.97	0	0
MARK3	0	197.43	0	7.58
SLC25A3	0	0.12	0	207.92
FNDC3B	0.24	3.31	0	0
FOSL2	0	5.39	0	143.28
CACNG5	0	0	0	0
CACNG4	0	26.69	0	0
FRYL	70.21	498.94	0	26.28
TMEM131	1.88	15.16	56.56	123.38
FSCN1	0.66	0	0	102.38
ACTB	3117.89	3603.08	578.41	2286.11
MOCOS	0	0	0	0
PLD1	14.61	0	0	0
ATP12A	0	0	0	0
WDR62	0	0	0	0
DLG1	0	59.87	0	76.11
RAB7A	31.12	126.36	0	0
BCAP29	0	0	0	0
SEC31B	19.29	0	0	0
SART3	45.64	853	0	1301.3
ARHGAP15	78.6	0	0	37.75
TUBA3D	0	0	0	0
PAX2	0	0	0	0
EXOSC7	52.86	0	0	88.48
KIFAP3	0	5.55	0	0
MKRN2	108.06	9.87	0	0
MCM6	46.52	6.42	0	0
REXO2	0	43.89	0	136.03
RBM7	14.1	29.71	0	0
RBMS2	3.23	0	0	0
BAZ2A	127.73	10.63	0	197.88
PTPN23	35.71	134.76	0	0
MLH1	25.39	0.24	0	202.58
UNG	15.92	0	0	0
FMO4	0	0	0	0
KLHL20	0	177.99	0	0
RGS11	0	0	0	0
SLC46A1	0	0	0	0
PLXNA2	0	0	0	0
SPAG5	75.44	19.49	0	0
ANKRD13A	0	0	0	61.55
TPD52	84.89	196.23	0	0
ACACB	154.75	0	0	0
TRAF4	27.77	2.03	0	0
PAG1	1.02	10.96	0	12.57
GPATCH1	13.31	0	0	0
ICAM3	24.05	0	0	0
NT5C2	157.04	0	715.87	46.79
MCAM	0	0	0	0
GPC4	0	0	0	0
MBNL3	0	9.29	0	10.08
CAMSAP3	0	0	0	0
RAP1GAP	0	0	0	0
XAB2	7.69	0.14	280.98	0
ARHGEF1	49.22	0	744.69	413.51
STXBP2	33.57	50.29	0	0
MAP2K7	18.27	0	0	0
NMRK2	0	0	0	0
DGKD	6.31	20	0	214.26
CTTNBP2	0	0	0	0
ACTL6B	0	0	0	0
RARB	0	0	0	0
TOP2B	53.87	4.4	0	32.7
TM9SF3	54.28	92.74	0	21
NFKB2	57.1	0	0	0
UBE2T	0	38.93	0	0
PPP1R12B	0	4.09	0	0
DNAJC10	2.05	13.89	0	2.29
GTF3C1	20.11	141.02	0	0
IL4R	10.71	415.84	0	0
USP33	0	0	0	16.49
PAK3	1.63	2.89	0	0
CAPN6	0	0.1	0	0
DCX	0.02	0	0	0
SNRPA	114.71	62.2	0	0
SPAG6	0	0	0	0
EXOSC5	0	0	0	0
DYNC1I2	75.14	448.24	0	0
APBB1IP	47.17	28.2	0	0
LRCH4	10.02	0	0	0
FAM76B	40.14	4.71	0	0
SIRT6	0	0	0	0
TYR	0	0	0	0
POLD3	29.48	6.54	0	0
ACTN2	14.46	0	0	0
CAPZB	109.5	69.82	0	0
GPR137B	0	0	0	0
NAALAD2	0	0	0	0
JADE1	14.31	47.65	0	0
SLC25A43	0	0	0	0
UBE2A	41.99	0	0	0
FGFR1	3.65	0	0	34.54
FKBP6	0	14.04	0	0
SMC1B	0	0	0	0
FBLN1	0	0	0	0
ITGA8	0	0	0	0
CST7	0.31	31.23	0	0
MAP2	0	0	0	0
PIAS2	6.45	0	0	0
AMPH	0	0	0	0
ARAF	20.21	12.12	0	11.58
MCCC1	0	5.16	0	0
LAMP3	14.31	0	0	0
FAP	0.43	0	0	0
NEBL	13.95	0	0	0
ACER3	2.42	0	0	0
UBE2K	108.92	181.01	0	0
PIK3C3	37.74	0.23	0	0
N4BP2	3.93	0	0	0
TIGAR	0	0	0	0
TULP3	0	8.81	0	17.21
SYNJ2	2.89	17.61	0	0
ADCY2	3.72	0	0	0
PPP2R5C	438.7	116.93	0	31.09
PMS2P1_ENSG00000078319	0	0	0	0
RBFOX1	0.07	0	0	0
GNB1	58.2	62.72	0	329.05
HOXA9	0	266.14	0	0
EDN1	0	0	0	0
MLLT10	0	225.12	0	0
ZCWPW1	0	0	0	0
ADCYAP1R1	0	0	0	0
FGF20	0	0	0	0
P2RY10	78.78	0	0	16.27
ITM2A	189.5	81.32	0	0
NRDC	419.17	139.83	0	35.59
VDAC3	109.59	184.08	0	0
PCM1	56.22	185.77	0	1046.89
TNRC6C	3.37	10.92	0	0
CBFA2T2	0	38.01	0	0
BRINP1	0	0	0	0
ITCH	0	0	0	20.16
PKD2L2	0	0	0	0
TP53INP2	0	0	0	0
SDF4	41.42	0	902.83	29.57
MYH7B	0	0	0	0
BPIFB2	0.12	0	0	0
TP73	11.44	43.8	0	0
TOLLIP	258.53	78.2	0	0
UBE2D4	0	0	0	0
CLUL1	0	0	0	0
RUNX1T1	43.17	0	0	40.76
CDH17	0	0.14	0	0
THOC1	4.21	0	0	0
FKBP7	0	0	0	0
OSBPL6	0	0	0	0
SLC1A3	15.45	3.68	0	0
XRCC5	248.35	157.69	0	22.86
LXN	14.19	0	0	0
SP140	20.86	27.77	0	0
MKNK1	134.39	122.04	0	37.92
TNS1	9.38	0	0	0
REXO1	5.2	0	0	0
SAR1A	26.66	0	0	0
CDC14A	8.19	0	0	0
RAPGEF3	0	0	0	0
CEACAM1	51.28	0.23	0	0
SENP1	0	11.52	0	0
DUSP13	0	0	0	0
CIC	14.56	5.99	0	286.11
LIPE	0	0	0	0
FDFT1	98.27	46.06	0	0.29
PAFAH1B3	0	0	0	0
OPHN1	0	18.94	0	0
AFM	0	0	0	0
KIF22	35.1	30	0	0
SCGN	0	0	0	0
CARMIL1	0	0	0	0
PGM1	8.69	0	0	0
DDX1	76.26	15.21	0	0
DNM2	108.84	31.47	0	18.28
EPB41L2	26.42	6.34	0	545.04
RIMS1	5.69	4.06	0	0
MOXD1	0	0	0	0
STX7	39.55	3.74	0	0
RABL2B	39.79	0	0	19.51
KEAP1	0	0	0	0
DDX43	0	0	0	0
PTPRH	0	0	0	0
DCT	0	4.14	0	0
SLC35C2	0	0	0	0
CRYBG3	0	0	0	16.05
EPHA6	4.98	2.88	0	0
SCTR	0	0	0	0
RFX3	0	10.05	0	0
RIF1	63.33	39.6	0	27.12
RAB21	0.59	3.21	0	2.05
SLC4A4	0	0	0	0
SMARCA2	132.36	372.1	3.46	2254.76
RDH8	0	0	0	0
SESN1	8.32	0	0	20.89
MID2	0	1.58	0	0
PIH1D3	0	0	0	0
COL5A3	0	0	0	0
SRCAP	20.92	15.02	0	29.12
PUM3	9.57	10.67	0	224.34
CPB2	4.15	0	0	0
CHRNA3	0	0	0	0
KCNN2	0	0	0	0
CNOT4	10.03	0.11	0	0
PSEN1	0	1.73	0	0
CPOX	0	0	0	0
CLDND1	65.01	18.84	0	30.36
MOK	0	0	0	0
HSP90AA1	688.4	677.9	1978.51	287.1
RBL1	0	0	0	0
DLGAP4	26.82	43.2	0	0
IGSF9B	4.3	5.75	0	0
CFHR2	0	0	0	0
CROCCP3_ENSG00000080947	0	0	0	0
NDC80	0	0	0	0
AP4E1	1.13	0	0	0
RSBN1	0	0	0	0
MAGI3	0	0	0	0
CXCL2	0	0	0	0
AFP	0	0	0	0
COL4A4	0	0	0	0
TCF7	22.41	19.09	0	137.64
OSTM1	37.34	20.82	0	0
CDH7	8.47	2.16	0	0
IMPG2	0	0	0	0
PCNP	14.57	57.83	0	1.03
EXD2	4.43	0	0	0
ARG2	0	0	0	0
MEF2C	16	0	0	0
PTPRC	48.37	357.28	0	480.64
CACNA1S	0	0	0	0
PKP1	0	0	0	0
UBA5	124.34	71.92	0	0
STK17B	121.76	105.2	0	237.78
CDC14B	7.47	0	0	0
ZNF510	6.84	6.31	0	0
LRP2	0	0	0	0
ZNF506	3.15	46.46	0	392.35
JMJD4	0.08	0	0	0
DUSP12	63.66	14.66	0	73.77
AACS	25.9	0	0	13.75
DELE1	22.27	11.37	0	0
SLC13A1	0	0	0	0
CADPS2	4.1	0	0	0
PCDHB4	0	3.45	0	0
PCDHA6	0	0	0	0
PCDHGA2	0	0	0	0
HSPB11	0	0	0	0
PHLPP1	0	0	0	0
ATP8B1	0	0	0	0
IL12RB2	23.02	4.85	0	0
SMARCD3	0	22.61	0	0
WDR70	0	0	0	0
FYB1	72.34	20.78	0	22.83
MPP4	0	0	0	0
STRADB	0	0	0	0
BZW1	3.58	288.71	0	38.55
PGR	0	1.19	0	0.86
C1QTNF3	0	0	0	0
ME2	0	17.27	0	0
C5orf22	50.59	121.86	0	0
CCNT2	10.74	4.14	0	164.7
FAM135A	7.8	18.98	0	0
COL19A1	0	0	0	0
EPB41L3	62.56	0	0	0
COBLL1	15.94	0.42	0	0
DLG3	63.3	2.7	0	0
KCNK2	2.82	0	0	13.73
SERTAD4	0	0	0	0
TRAF5	0	29.24	0	16.84
MRPL22	16.37	0	0	0
GEMIN5	12.65	0	0	0
OPRK1	0	0	0	0
NFE2L1	175.01	31.21	0	0.47
SEMA5B	0	0	0	0
GSK3B	20.1	68.06	0	1.8
ITGB5	0	0	0	0
ERC1	203.78	41.26	0	0
XPO1	18.41	154.97	0	112.5
LINC01587	0	0	0	0
RNF13	0	0	0	0
TRPM3	14.97	2.66	0	0
PALB2	0	15.69	0	0
DOP1A	0.34	8.02	0	2.96
LYRM2	0	22.11	0	0
BCKDHB	63.98	30.33	0	0
KAT6A	17.85	9.07	0	26.52
TUT7	49.33	82.35	0	0
ULK2	184.71	0	0	0
GRHL2	0	0	0	0
TNPO1	7.67	12.24	0	0
PLOD1	0	0.13	0	0
P2RX5	0	12.18	0	0
ITGAE	12.8	0	0	0
DIS3	18.06	7	0	57.91
PIBF1	0	35.99	0	46.28
TDRD3	0	0	0	0
ENSG00000083622	0	0	0	0
NUFIP1	0	0.42	0	0
PDS5B	29.68	80.23	0	0
OXCT1	0	0	0	0
RRAGB	0	29.9	0	0
EPYC	0	0	0	0
CYLD	87.53	138.06	0	915.48
SLC27A5	5.89	0	0	0
ZNF324	0	0	0	0
ZNF671	0	22.31	0	0
ZNF416	4.02	17.19	0	0
ZNF586	34.09	0	0	0
ZNF446	0	15.57	0	0
ZNF264	0	2.52	0	0
RPS5	182.4	185.78	0	201.3
FAT1	0	0	0	0
YTHDC1	19.92	17.28	0	4.91
CHMP2B	10.61	15.6	0	0
SMAP2	11.72	54.12	0	0
PPIE	4.54	0	0	0
ZMPSTE24	3.53	7.15	0	0
STARD7	116.01	0	0	0
NOA1	0	0	0	39.87
REST	13.55	49.52	0	13.27
HAL	0	0	0	0
SSH1	7.62	35.98	0	0
GSTP1	226.37	431.86	0	345.21
APLP2	34.23	0	0	235.98
FAM234B	0	0	0	0
SLCO1A2	0	5.22	0	0
WBP11	111.58	1061.17	0	0
EIF3I	95.66	64.44	0	0
NKAIN1	0	2.94	0	0
COL16A1	0	0	0	0
TXLNA	25.86	24.34	0	60.13
APOB	2.2	0.02	0	0
NCOA1	12.03	6.04	0	0
AGBL5	0	0.22	0	0
EFR3B	0.83	2.67	0	0
KIF3C	0	0	0	0
RAB10	150.11	211.09	0	530.89
GCKR	0	0	0	0
HADHA	16.98	52.57	0	0
MAPRE3	0	0	0	0
CAD	47.87	18.16	0	0
CD59	30.93	0	0	0
CD82	83.14	4.37	0	715.47
BCORL1	3.49	27.89	0	0
ATRX	17.97	19.97	0	186.07
AK6	19.53	0	0	0
FCN1	2.34	0	0	0
MYNN	17.14	0	0	5.02
MECOM	0	4.66	369.78	0
SCAMP1	0	36.8	0	0
PREP	2.2	0	0	0
HACE1	0	1.07	0	25.14
SEH1L	10.56	13.97	0	0
WDR47	12.65	0	0	0
WDFY1	0	18.39	0	41.14
OVGP1	0	0	0	0
SLC25A24	0.06	10	0	0
MAP3K4	0	4.1	0	0
PILRA	0	0	0	0
IGSF9	2.31	0.21	0	0
ABCB1	6.35	17.66	0	0
ZNF213	0	0	0	0
AKR1B1	189.16	0	0	0
CPNE3	2.65	0	0	0
RRN3	9.1	55.53	0	0
CTTN	0	6.4	0	0
WNT11	0	0	0	0
MTIF2	4.59	7.06	0	0
DDHD2	0	0	0	0
TTC39A	0	16.56	0	0
EPS15	81.04	39.04	0	22.17
ORC1	0	0	0	0
MGST2	0	44.27	0	0
CHERP	16.07	75.99	0	8.57
ATG16L1	8.96	12.76	0	0
USP40	26.88	11.62	0	0
POMGNT1	0	11.27	0	0
RAD54L	0	0	0	0
MAST2	14.63	0	0	0
DNAJA1	101.86	58.52	0	135.69
B4GALT1	0	0	0	2.05
CHMP5	12.98	36.46	0	0
