GeneSymbol	D4_ISO1_LP_1	D4_ISO1_LP_2	D4_INT_LP_PI_1	D4_INT_LP_PI_2	D4_INT_LP_LPS_1	D4_INT_LP_LPS_2	D4_INT_LP_5OP_1	D4_INT_LP_5OP_2	D4_INT_LP_C_1	D4_INT_LP_C_2	D4_ISO6_LP_1	D4_ISO6_LP_2
CLCA1	0	0	0	0	17.54	0	0	0	6.19	4.34	0	0
CLCA4	0.21	0	0	0	0	0	0	0	0	0	0	0
GLT8D1	5.68	0	0	0	0	0	0	0	0	5.37	11.98	47.37
ATP2C1	10.49	15.09	0	0	0	0	0	0	0.07	0	12.97	44.11
IGF1	0	0	0	0	0	0	0.39	0	0.01	1.05	0	0
SLC38A5	47.04	0	0	0	0	0	0	0	3.69	0	0	0
RALBP1	2.73	67.48	0	0.29	14.63	7.21	0	43.48	0	0	7.68	0
RUFY3	52.25	0	0	0	5.37	0	0	0	0	0	3.72	4.59
CNTN1	0	0	0	0	0	0	0	0	1.46	0	0	0
SLC11A1	0	0	0	0	0	2	0	0	0.69	0	0	0
WWTR1	0.02	0	0	0	42.78	0	0	0	0	7.79	0	0
AGPS	4.24	0	0	0	10.56	0	96.43	0.09	0.04	0.49	0	5.66
ZNF285CP_ENSG00000018607	0	0	0	0	0	0	0	0	0	0	0	0
CXorf56	5.21	0	0	0	0	0	0	0	22.71	0	2.71	0
ATP1A2	0	0	0	0	12.61	0	0	0	0.22	0.06	0	0
TTC27	5.46	0	0	0	0	0	0	0	0	0	5.32	0
ZNF582	0	0	0	0	0	0	0	0	0.02	0	0	0
VSIG2	0.14	0	0	0	0	0	0	0	0	0	0	0
PHLDB1	0.01	0	0	0	106.74	0.02	30.82	81.6	0.75	16.44	0.23	0
MARCO	0	0	0	0	0	0	0	0	0	0	0	0
CYP24A1	0	0	0	0	0	0	0	0	0	0	0	0
PRDM11	0	0	0	0	0	0	0	0	0	1.05	0.53	0
SYT13	0	0	0	0	6.74	0	0	0	0	0.89	0	0
SNAI2	0	0	0	0	0	0	0	0	0	0	0	0
CD74	376.73	156.7	0	0	0	0.09	25.62	19.27	39.45	42.09	258.19	410.13
HGF	0	0	0	0	8.03	0	0	0	0	4.29	0	0
ZRANB1	2.63	0	0	0	0	0	0	0	2.16	0	7.53	0
NCDN	3.03	0	0	0	0	0	0	0	0	0	0	0
ADGRA2	0	0	0	0	0	0	0	0	0	0	0	0
CCT8L1P_ENSG00000020219	0	0	0	0	58.68	0	0	0	0	0	0	0
ZFP64	0.97	0	0	0	0	0	0	0	0	0	0	0
MNAT1	4.13	0	0	0	0	0	0	0.13	0	64.03	16.62	33.61
SAMD4A	0.01	0	0	0	224.42	0	0	0	0	0	0	0
RUNX3	7.69	0	0	0	6.77	55.4	13.94	25.35	0.01	1.07	107.5	17.9
MRE11	10.42	223.97	0	0	15.65	2.21	0	0	0	1.57	0	0.72
PLEKHB1	0.06	0	0	0	0	0	0	0.34	0	13.4	0	0
SERPINB1	22.96	49.25	0	0	1.73	0	0	0	0	2.38	10.41	18.1
CYP3A43	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A9	0	0	0	0	0	0	0	0	0	0	0	0
SPAST	19.59	0	0	0	46.29	0	0	0	0.62	0	0	0
NRXN3	0	0	0	0	22.61	3.3	0	0	0.03	10.96	0	0
OSBPL5	0.02	0	0	0	0	0	0	0	0	0	0	0
AQR	9.31	42.43	0	0	0	0	0	0	0	0	2.86	6.13
CPS1	0	0	0	0	0	0	0	0	0	1.97	0	0
C8B	0	0	0	0	0	0	0	0	0	6.05	0	0
FHL1	0	0	0	0	0	0	0	0	0	0	0	0
RTF2	2.42	0	0	0	0	0	0	8.1	0	0	15.52	0
GABRA1	0	0	0	58.59	0	0.01	0	0	0	0	0	0.09
NLRP2	0.07	0	0	0	135.07	0	0	0	0	3.33	0	0
SLC45A4	4.47	0	0	0	0	0	0	0	0.09	5.37	4.93	0
RNF10	8.43	192.28	0	0	0	31.17	0	18.15	0	155.44	6.05	0
ZNF839	0.05	0	0	0	8.12	0	14.21	0	0	0	0	11.71
ZDHHC6	0.6	0	0	0	19.18	0	0	0	9.78	0	2.54	82.18
GRAMD1B	0.89	0	0	0	5.52	0	0	0	0	8.18	0.33	0
RNH1	16.34	0	0	0	0	0	0	0	0	0	15.68	7.26
NDUFS1	5.38	0	0	0	0	0	0	1.28	0	3	1.69	7.78
RB1CC1	20.69	0	0	0	44.78	0	3.06	0	0	1.76	71.99	8.06
ERP44	9.68	36.04	0	0	62.3	0.02	0	0	8.65	19.5	7.94	4.01
ALAS1	1.72	0	0	0	0	0	0	0	0	4.54	16.89	0
BIRC3	103.29	414.33	0.09	0	0	0	0	0	0	3.78	73.71	74.74
AKAP11	5.76	62.43	0	0	0	0	0	0	0	0.17	2.55	2.34
GLRX2	0.01	0	0	0	0	0	0	0	0	0	1.39	2.56
SNAPC1	0.01	0	0	0	34.52	0	0	0	0	0	0	0.16
DERA	1.92	0	0	0	0	0	0	0	0	0	0.63	0
STRAP	17.76	0	0	0	0	0	4.46	0	0	0	0.25	28.61
ABCC2	0.04	0	0	0	0	0	8.29	0	0	5.04	0	0
DEF6	1.06	0	0	0	6.52	0	0	0	0	0.16	13.12	29.58
PLEKHO1	26.57	0	72.74	0	0	0	0	43.3	0	0	0.05	34.59
GCLM	0.36	0	0	0	0	0	0	0	0.68	0	2.51	1.37
UBR2	5.44	16.45	0	31.8	0	2.09	0	0	1.37	0.45	3.83	9.98
EHD2	0	0	8.54	0	0	0	0	0	0	0	0	0
DEPDC1	0.01	0	31.04	0	9.26	0	0	0	0	0	0	0
CCDC28A	0.02	0	0	0	0	0	0	12.97	0	0	9.61	47.92
RRAGD	1.36	0	0	0	0	0	0	0	0	5.76	3.65	0
HSF2	6.28	0	0	0	0	0	0	0	0	0	11.34	0
PHF20	18.24	20.12	0	0	0	0	0	0	0	0	49.98	0
HSD17B6	0	0	0	0	0	0	0	0	0	0	0.58	0
NR1H3	0	0	11.8	0	0	0	0	0	0	0	0	0
TYMP	53.23	0	0	0	145.7	0	0	0	5.88	5.81	31.41	2.86
NCAPH2	0.07	0	0	0	0	0	0	0	0	0	0	0
TOMM34	0.01	0	0	0	0	0	0	0	0	0	6.78	0
SEC63	55.65	0	27.24	0.06	43.84	0	0	0	0.81	0.04	18.3	8.95
KPNA6	36.32	0	0	0	7.15	0	0	0	0.01	0	1.89	0
VIM	90.19	0	224.15	0.24	0	17.7	0	0	24.74	8.38	47.61	64.54
RTEL1-TNFRSF6B_ENSG00000026036	0	0	0	0	0	0	0	0	0	0	0	5.43
FAS	4.95	0	42.08	0.02	26.07	0	126.06	0	0	0.64	17.33	57.01
RNASET2	8.71	28.17	0	0	68.11	0	21.01	38.79	1.82	6.92	0	8.97
CD44	98.39	343.78	0.79	3.93	115.76	8.64	0	0	44	0	231.54	139.91
KCNG1	0	0	0	0	0	0	0	0	0	0	0	0
AGPAT4	6.79	0	5.23	0	0	0	0	0.02	1.67	0	0	0
SLAMF7	26.89	115.88	0.12	0	37.68	0	51.54	0.1	3.37	1.95	29.37	15.8
BTN3A1	0.01	0	4.61	0	25.12	0	42.43	0	0	0	0	0
MIPEP	0	0	0	0	0	0	0	0	0	0	0.37	0
PRKCH	16.28	0	0	0.56	306.82	0	0	0.03	11.73	0	9.18	125.23
INSRR	0	0	0	0	0	0	0	0	0	0	0	0
IFNGR1	31.44	99.19	0	0	0	0	0	0	0	0	6.6	102.71
B4GALT7	11.64	0	0	0	20.05	0	0	0	12.11	10.52	0	0
SH2D2A	4.01	47.85	0	0	0	0	0	0	0	0	11.66	3.77
VRK2	0	77.44	0	0	0	8.66	0	0	0	0	1.64	0
TNFRSF1B	9.25	20.98	0	0	6.4	0	0	0	2.81	4.55	1	0
VEZT	4.4	0	0	0	0	0	0	0	13.18	55.53	56.14	0
POU2F2	3.55	12.46	0	0	26.98	0	0	0	7.57	1.08	1.02	0
BRD9	1.27	0	0	29.44	0	8.1	0	0.6	2.09	0	28.93	26.05
SNX1	3.28	0	0.34	0	0.99	0	0.83	0	0	7.32	5.09	29.43
TBPL1	0.02	0	0	0.97	112.73	0	0	0	0	0	19.9	25.74
ARNTL2	2.84	64.08	0	0	0	0	0	0	0	0	7.64	0
BCLAF1	91.64	814.55	20.72	18.64	38.82	0	20.32	0.33	9.83	95.05	123.43	83.1
SLC39A9	0.02	0	0	9.48	27.59	15.63	0	4.86	1.37	0	0.89	0
ANK1	2.01	0	0	0	0	0	0	0.03	0	9.84	0	0
IBSP	0	0	0	0	0	0	0	0	0	0	0	0
TFB1M	30.26	0	0	0	170.96	0	0	0	0	0	0	6.76
RABEP1	23.94	0.02	0	0	0	0	0	0	0	0	71.84	13.36
HMGB3	111.87	0	0	0	0	0	0	0	0	0	2.56	0
NUP160	18.83	0	0	0	0	0	0	0	0	0	3.66	0
BAK1	0.04	0	0	0	0	0	0	0	0	0	0	0
MUSK	0	0	0	0	152.33	0	0	0	0	0	0	0
IKZF2	0.07	0	0	0	0	0	0	0	0	3.66	2.17	2.99
GRN	0.77	0	0	0	0	0	0	0	0	0	5.2	0
FAM13B	2.41	0	0	0	87.81	0	69.52	0.32	5.63	0	1.8	58.01
ARHGAP31	0.83	0	0	0	6.27	0.25	0	7.77	0	1.88	0.83	0.2
CENPQ	3.66	0	0	0	0	0	0	0	0	0	0	0
SARS	35.49	216.75	0.23	0	0	0.04	0	45.72	9.3	0	70.33	34.78
RANBP3	110.73	0	0	0	0	0	0	0	23.96	2.85	65.09	105.69
ARID4A	54.53	0	0.17	0	179.99	0	80.36	0	3.01	0	9.28	1.22
EIPR1	18.85	0	0	76.65	0	0	0	0	0	0	46.59	0
PNPLA6	0.17	0	0	10.01	0	4.1	0	0	0	35.31	20.09	48.07
IFT88	1.13	0	0	0	0	0	0	0	0	0	0	0
ALG1	0.91	0	0	0	9.57	0	0	0	0	0	0	0
ZCCHC8	0	0	0.83	0.21	81.47	0	6.87	0	0	0.68	3.01	14.4
ABCF2	2	0	0	0	0	0	0	0.14	84.27	0	0	14.47
CHPF2	0.01	0	0	0	0	0	0	0.05	0.02	11.76	7.17	0
LRRC7	0	0	0	0.04	3.34	0.12	0	0	0	0.26	0	0
FUT8	54.31	25.48	0	0	0	0	0	0	48.75	0	0	7.31
UBA6	6.43	0	0	28.23	0	0	0	0	0	0	32.27	24.33
GAB2	0.03	0	0	0	721.35	0	0	0.02	0	0	1.41	0
ATP6V0A1	0.06	0	0	13.27	0	0	0	35.45	0.01	4.25	2.52	0
PIAS1	25.9	700	0	0	56.82	0.06	9.63	0	2.12	0	44.16	4.39
SLC4A7	5.2	3.47	0	0	0	0	0	0	0	0	0.15	11.48
APBA2	0	0	0	0	0	0	17.66	0	0.03	0	0	48.28
MAP2K3	2.14	0	0	0	10.41	0	0	0	16.27	0	5.03	0
EFCAB1	0	0	0	0	0	0	0	0	1.56	0	0	0
TMSB10	605.23	0	132.07	0	0	0.24	348.14	60.94	35.87	0	234.36	107.31
ASTE1	0	0	0	29.71	0	0	0	0	0	10.66	0	0
RNF19A	55.51	0	0	3.53	0	0	0	0	0	0	56.66	13.96
PEX3	6.04	0	0	0	0	0	0	0	0	0	2.27	0.2
GABARAPL2	13.24	0	0	0	0	0	0	0	0	0	25.48	19.51
MYOC	0	0	0	0	0	0	0	0	0	0	0	0
SH3YL1	0.02	0	0	0	270.39	0.65	9.63	0.04	0	71.08	0	0
FAM136A	41.79	0	32.56	0	0	0	0	0	10.46	0	10.25	3.06
VCL	1.73	0	0	0.05	15.83	0.92	0	2.32	0.01	0.03	0.81	0
DEPDC1B	0	0	0	0	0	0	0	0	0	0	0	0
DAPK2	3.29	0	0	0	0	0	6.11	0	0	0	14.09	72.34
NSMAF	14.85	24.95	0	0	0	0	0	0	0	21.2	0.45	6.77
ADSS	6.05	0	0	0	0	0	0	0	0	0	3.02	0
STAP1	0	0	0	0	0	0	0	0	0	0	7.41	0
TIMP2	0.16	0	0	0	0	0	0	0	0	0	0	0
RFC1	20.57	98.76	0.17	0	0	2.11	0	0.34	0.89	0	1.36	38.41
TBC1D23	9.18	0	0	0	199.37	0	0	0	0.72	0	4.45	0
CUL3	32.25	0	0	0	162.69	0	0	0.05	39.86	9.63	7.03	0.05
MYOM2	0	0	0	0	0	0	0	0	0	0	0	0
OTC	0	0	0	0	0	0	0	0	0	0	0	0
CYP46A1	0	0	0	0	0	0	0	0	0	0.36	0	0
AC118549.1	2.91	0	0.09	0	19.22	0	11.94	0.02	14.97	1.23	5.91	3.43
SLC18A1	0	0	0	0	0	0	0	0	0.02	0	0	0
USP2	0.04	0	58	0	0	0	0	32.56	0.02	0	0	0
CASR	0	0	0	1.26	0	0	0	0	0	2.69	0	0
TUBG2	0	0	0	0	0	0	0	0	0	0	0	0.18
RPL26L1	227.98	0	0	0	0	0	0	0	0	0	14.61	18.17
FLT4	0	0	0	0	0	0	0	0	0.78	25.13	0	0
NSUN2	17.66	223.98	0	0	50.47	0	0	0	0	5.78	0	6.81
FBXO42	0.48	5.48	0	0	0	0	0	0	0	0	0.68	0
MFAP3	1.44	0	0	0	42.78	0	0	32.19	0	1.15	20.76	0
MRI1	0	0	0	0	0	0	0	0	0.03	0	0	0
METTL1	0.04	763.03	0	0	0	0	0	16.43	0	0	0	0
HOXC8	0	0	0	0	0	0	0	0	0	0	0	0
AGA	0.32	0	0	0	0	0	0	0	0	0	0	0
PI4K2B	0.14	0	0	0	0	0	0	0	0	0	1.16	0
BOD1L1	20.79	103.7	0.04	0.04	15.36	0.56	52.51	2.41	0	6.6	39.3	29.46
MAT2B	31.39	0	0.14	0	0	0	23.85	0	22.98	0	31.09	59.38
TLL1	0	0	0	0	4.44	0	0	0	0	0	0	0
EDC4	77.31	0	0.18	0	0	0	0	0.03	0	0	3.59	5.24
TRIO	26.88	98.63	0	90.99	4.96	0.03	0	0	7.86	1.24	6.08	0.77
VCAN	0	0	0.21	0	87.7	0	1.18	0	0	12.3	0	0
CLEC16A	0.33	0	0	0	18.03	0	6.43	0	2.64	3.35	5.27	0
MSR1	0	0	27.46	0	35.96	0	0	0	0.44	0.55	0	0
CDH1	0.49	0	0	211.77	6.5	0	0	0	0.01	0	0	0
MTREX	7.8	0	0	0	0	0	0	0	0	0	0.58	0
DNAH5	0	0	0	0	25.63	0	0	0	0	0.7	0	0.06
ZFYVE16	1.9	0	0	0	33.85	0	0	0	0.63	2.13	0	7.27
RIPOR1	0.02	0	0	0	28.55	0	0	0	2.19	0	63.58	9.78
C6	0	0	0	0	0	0	0	0	0	2.92	0	0
RAI14	0.09	0	0.17	0	0	2.94	0	0	0	0.68	0	0
SOX30	0	0	33.02	0	0	0	0	0	0	0	0	0
PNKP	0	0	0	0	0	0	0	9.94	0	0	23.11	25.63
BEST2	0	0	0	0	0	0	145.48	0	0	0	0	0
PHLPP2	0.04	0	0	0	0.24	0	0	0	0	0	0.89	6.07
SPDL1	6.17	0	0	0	0	0	0	0	0	0	0	4.61
STAU2	4.89	0	0	0	0	0	5.34	0	0	0	0	0
SLC66A1	0.01	0	0	0	0	0	0	0	1.15	0	0	0
CTNS	0	0	0	0	25.83	0	0	0.03	0	12.13	0	78.83
RTN4R	0	0	0	0	0	0	0	0	0	12.38	0	0
PHF23	5.69	0	0.5	194.07	129.12	0	0	0	0	0	45.44	40.48
CDH10	0	0	0	0	0	0	0	0	0	0	0	0
INPP4A	5.64	136.83	0	0.15	3.21	2.4	0	0	1.65	0	23.35	5.49
RAB27B	0.02	0	0	0	0	0	0	0	0.5	0	0	0
PSMA4	28.29	0	28.04	0.16	0	0	3.24	0	0.42	1.17	28.95	0
MYO16	0	0	0	0	0	0	0	0	0.69	0.07	0	0.03
LSG1	26.16	21.57	0	0	0	0	0	0	0.83	0	31.84	0
PARP3	2.64	0	0	0	0	0	0	0	0	0	0	0
TNC	0.19	0	0	0	538.55	0	0	0	0.72	0	0	0
THAP3	0.01	0	0	0	0	0	0	0	0	6.63	11.29	0
RIPOR3	0	0	0	0	0	0	0	0	0	0	0	0
TDP1	104.57	0	0	0	0	0	6.25	0	3.06	0	7.39	0
AIFM2	3.49	0	0	0	0	0	0	0	0	0	0	0
C2orf83	0	0	0	0	2.09	0	0	0	0.95	0	0	0
SPATA7	0	0	0	0	0	0	0	0	0	0	2.2	0
MED17	6.24	0	30.69	0	0	0	7.73	3.17	17.01	13.21	0	5.07
RETSAT	6.18	0	0	0	10.13	0	0	0	0.02	0	0	0
CAPG	4.9	0	0	0	0	0	0	0	1.95	0	12.48	30.25
AP2S1	0.03	0	0	0	0	0.17	0	0	0	0	0	0
USH2A	0	0	0	0	4.22	0	0	0	0	0.8	0	0
ZPBP	0	0	0	0	0	0	19.19	0	0	0	0	0
TG	0	0	0	0	0	0	0	0	0.05	0	0	0
ADAM28	6.08	0	0	0	28	0	0	0	1.84	0	6.87	0.08
BARX2	0	0	0	0	0	0	0	0	0	8.13	0	0
DCUN1D1	0.01	7.01	0	0	1.03	0	1.03	0	0.2	0	0	19.68
JADE2	79.04	0	0	0	24.05	0	1.41	3.12	0.01	2.11	0.29	2.53
ZIC2	0	0	0	0	0	0	0	0	0	0	0	0
LCP2	147.6	93.15	0.1	0	0	0	0	0.33	0	0.61	54.89	108.12
TRIT1	0.04	0	0	0	0	0	0	0	0.02	0	0	12.21
ADRB1	0	0	0	0	0	0	0	0	0	0	0	0
GUCA2B	0	0	0	0	0	0	0	0	0	0	0	0
CUL7	3.51	0	0	0	38.29	0	0	0	0.02	0	5.45	0
CTNNA1	2.59	0	0	0	0	0	146.96	0	0	0	3.85	0.63
PHKA2	0.02	0	0	0	4.05	0	0	0	0	12.23	0.92	6.39
CNTLN	0	0	0	0	38.6	0	0	0	0	0	0	0
EPHA3	0	0	0	0	0	1.65	0	0	0.18	0	0	0
HSPA5	38.2	0	130.75	0.2	0	0.05	0	17.59	14.15	1.92	28.25	52.08
DSG2	0.47	0	0	0	0	0	0	0	0	6.27	0	0
GEMIN8	10.35	0	0	0	0	0	0	0.04	0	16.12	0	0
OFD1	15.85	73.09	0	0	27.7	0	0	30.07	3.88	4.31	9.44	26.25
GPM6B	0	0	0	0	0	0	0	0	0	0	0	0
MAGEC2	0	0	0	0	0	0	0	0	0	6.74	0	0
PREX2	0	0	0	0	129.73	0	0	0	0	0	0	0
WDR37	0.29	0	0	0	0	0	0	0	0	0.11	0.23	0
YTHDC2	1.67	0	0	0	0	0	0	0	0	0.95	2.48	0.89
CTPS2	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1H	62.05	0	0	0	52.08	0	0	0	0	0	9.13	7.55
POLR2B	12.71	0	0	0	551.06	0	0	0	0	0	18.28	7.03
FAM214A	0.48	0	32.67	0	0	0	0	0.16	2.73	20.39	2.89	0
ARAP2	7.84	2.94	0	0	9.79	0	0	0.02	1.57	0	19.81	5.76
TPR	28.7	221.81	1.22	150.9	1.04	3.05	29.85	0	0	0.05	49.44	20.1
CP	0	0	0	0	0	0	0	318.9	0	0	0	0
KIAA0556	0.01	0	0	0	0	0	0	0	0	0	14.78	0
DTNBP1	10.68	0	0	0	17.68	0	0	0	19.39	0	0	0
XK	0.01	0	0	0	0	0	0	0	0	0	0	0
ANO2	0	0	0	7.3	179.62	0	0	52.28	0	0	0	0
C12orf4	0	0	0	0	0	0	148.51	0	0	0	0	0
SCML1	0	0	0	0	6.08	0	0	0	0	0	0	0
WWC3	3.24	0	0	0	4.08	0	0	0	0	0	2.31	2.53
ARHGAP6	0.26	0	0	0	0	0	10.91	0	0	9.67	0	0
FAM184B	0	0	0	0	0	0	0	0	0	0	0	0
MAP4	19.73	0	15.51	0	31.6	0.26	0	0	4.35	5.17	5.09	11.12
GOPC	0	0	0	0	0	0	0	0	0	0	0.84	0
ROS1	0	0	0	0	0	0	0	0	0	1.57	0	0
USP28	0.01	58.32	0	0	53.5	0	0	31.38	0	0	0	0.37
HDAC9	0.08	0	0	0	45.9	0.05	0	0	1.52	9.44	13.15	12.9
TSPAN17	14.04	0	0	0	0	0	0	0	0.93	0	0	7.2
NOP16	129.81	0	0	0	296.85	0	28.23	0	0	0	11.27	0
CC2D2A	0.18	0	0	0	5.41	0	0	3.75	0.01	4.57	0	2.36
RRM2B	5.53	0	0.09	0	0	0	0	0	0	1.42	5.09	0.06
ZNF800	6.6	116.02	0	0	0	0	0	0	0	0	13.39	10.15
TNFRSF17	0	0	0	0	0	0	0	24.27	0	21.12	0	0
SNX29	9.09	0	0	0	5.68	0	3.25	0	10.43	0	0	0
LMO3	0	0	0	0	160.41	0	0	0	0	22.34	0	0
MRPS10	11.61	0	0	0	0	0	0	0	1.5	0	0	9.45
GUCA1A	0	0	0	0	55.56	0	0	0	0	0	0	0
RSF1	31.88	95.73	0.04	0	183.01	1.72	28.24	0.87	16.79	2.13	6.71	34.85
VPS13D	4.23	0	34.16	20.13	0	0	0	0	7.18	2.77	37.79	2.33
CELF2	5.74	424.95	0	0	70.63	0	0	0	0.01	0	27.48	17.04
FAM120A	9.76	0	0.27	0	0	0	11.11	0	0	0	5.51	0
R3HDM1	40.57	112.76	0	0	0	0	0	0	2.1	0	0	0
COL9A2	0	0	0	0	6.59	0	0	0	2.25	0	5	0
KITLG	0	0	0	0	7.17	0	0	0	0	0	0	0
ERCC8	0.25	0	0	0	0	0	0	0	0	1.53	0	0
ADAMTS6	0	0	0	82.38	0	0	0	0	0	0	0	0
H6PD	0.35	6.19	0	1.34	0	0	0	0	0	4.86	0	2.81
VAMP3	4.11	0	0	0	0	0	0	0	0.06	0	1.91	0
PER3	2.51	0	0	0	0	0	0	0	0	0	7.5	0
UTS2	0	0	0	0	0	0	12.61	0	0	0	0	0
TNFRSF9	102.46	0	0	0	6.94	0	0	0	5.86	0	0.6	0
EPN3	0	0	38.01	0	0	0	0	0	0	0	0	0
LTBP1	0.03	0	0	0	0	0	0	0	0	4.85	0	0
RCN1	0.11	0	0	0	0	0	0	0	0	0	0	74.31
ELN	0	0	0	0	0	0	0	3.28	0	0	0	0
RFC2	28.55	94.44	0	0	111.43	0	0	0	0	0	1.88	0
ARID1B	12.36	30.09	3.75	0.53	29.7	78.55	42.94	3.63	5.52	4.3	31.18	6.72
CLPTM1L	6.99	0	0.96	0	0	0.03	0	0	0.01	0	22.76	19.41
NEDD4L	0.27	0	9.36	102.61	31.04	0	15.73	0	0	3.09	0	0
FOXP3	13.35	0	0	0	0	0	0	0	0	0	6.58	0
PPP1R3F	0.08	0	0	0.12	0	0	0	0.03	0	0	0	0
HEXB	11.4	0	0	0	73.67	0	0	0	0	0	5.68	0
PTCD2	0.66	0	0	0	0	0	0	0	0	0.74	0	0
NEXMIF	0	0	0	0	0	0	0	0	0	0	0	0
JKAMP	0.01	0	0	0	0	0	0	0	0	0	0	0
DKK3	0	0	0	0	34.8	0	0	1.45	0	0.64	0	5.16
ARHGEF5	7.16	0	0	0	0	0	0	0	0.79	0.05	0	0
NFE2L3	24.22	0	0	0	0	0	0	0	0	0.66	15.5	3.99
MCUR1	48.94	38.35	0	0	0	0	0	0	0	2.6	5.25	0
LIMA1	2.6	0	0	0	0	2.95	0	0	6.68	0	8.78	0
LETMD1	15.84	105.21	0	0	0	0	174.71	0	9.98	49.67	114.07	0
SLC4A8	0	0	0	0	0	0	0	0	0	0.18	0	0
LAMC3	0	0	0	0	0	0	0	0	0	0	0	0
PTGER3	0.78	0	0	0	4.17	0	2.13	0	1.91	1.19	0	0
TNIP3	8.1	0	0	0	51.46	0	0	0	0	0	0	0
MAPK9	14.71	0	0	0	0.9	0	0	0.05	0	10.41	15.11	0
COL23A1	0	0	0	0	0	0	0	0	0	0	0	0
BCAR1	0.06	0	0	0	0	0	0	0	0	1.06	0	0
FAM160A2	0	0	0	8.1	0	0	0	0	0	9.71	0	0
HERPUD1	25.32	0	0	0	19.28	0	0	48.9	57.67	13.01	16.25	76.07
HOMER3	0	0	0	0	0	0	0	0	0	12.57	0	0
RAD51	29.74	0	0.67	4.76	0	0	0	0	0	3.38	0	0
POLQ	3.87	0	0	0	19.32	0	0	0	0	0.92	0	13.56
PIK3CB	20.87	0	0	0	0	0	0	0	0	0	0	0
CYBA	174.57	0	0	0	0	0	0	0	0.16	0	11.56	0
THOC3	0.28	0	0	0.87	0	0	0	0	0	0	0	0
HEBP2	1.23	0	0	0	0	0.53	0	0	1.63	0	1.09	0.92
MPHOSPH9	32.85	0	0	0	0	0	0	0	0	18.46	11.24	131.78
PLEKHA5	6.51	0	0	0	222.69	0	8.02	3.51	0	2.97	0.24	0
PRSS8	0.21	0	0	0	0	0	0	0	0	9.21	0	0
SIKE1	2.83	0	0	0	27.14	0	0	0.02	0	0	295.3	0
RRP12	33.7	0	17.64	0	0	0	0	0	0	38.37	19.17	13.28
FNIP2	0.02	0	0	0	0	0	0	0	1.21	0	0	12.79
MSMO1	9.34	0	0	0	71.12	0	0	0	0.06	0	22.05	3.33
TTC17	0.46	0	0.13	0.13	0	14.44	0	6.31	0.01	2.64	0.66	54.48
ALX4	0	0	0	0	0	0	5.69	9.53	0	5.92	0	0
FSTL4	0	0	0	0	3.03	0	0	0	0	5.76	0	0
FOXN3	3.8	0	0.05	0.58	0	0	20.76	0	0	1.15	5.54	0
METTL24	0	0	0	0	0	0	0	0	0	47.98	0	0
AKR7A2	0.02	0	0.35	1.05	1.69	61.33	0	0	0	0	0	0
MRTO4	18.5	0	0	0	0	0	0	0	0	0	0	12.31
NNAT	0	0	0	0	0	0	0	0	0	0	0	0
USE1	20.58	0	0	0	0	0	0	0	0	60.65	16.66	0
MCF2L2	0.06	0	5.73	0	21.22	0	0	0.2	0.11	2.73	0	0
NRIP2	0	0	0	0	13.08	0	0	0	0	1.56	0	0
LAMA3	0.86	0	0	0	0	0	0	0	0	4.01	0	0
AP5M1	2.37	0	0.27	0	44.13	0	0	1.91	0.03	4.97	1.14	24.26
ANAPC4	8.19	0	0	0	0	0	0	0	0	0.48	0	12.92
KCNQ1	1.83	0.06	0	0	0	0	0	0	0	0	0	0
TRAPPC3	0.06	0	0	0	0	0	0	0	0	0	1.46	12.09
THRAP3	216.54	10.73	94.7	0	16.3	0.01	0	0	7.45	6.88	179.83	75.81
PHPT1	6.37	0	0	0	0	0	0	0	0	0	0	0
ENTPD2	0	0	0	0	0	0	0	0	0	0	0	0
LY75	8.86	60.93	0	0	0	0	0	0	18.37	1.44	0	0
ARID4B	124.43	28.42	0	6.32	0	2.52	6.05	0	7.92	0	32.44	84.28
OPN3	0.03	0	0	0	0	0	0	0	0	14.47	0	0
SDCCAG8	0.04	0	0	0	144.39	0	0	0	0	0	0	0
PTPRN	0	0	0	0	0	0	11.54	0	0	0	0	0
HHAT	0	0	0	0	14.87	0	0	5.03	0	0	0	0
KIF1B	3.45	0	2.69	0	0	0	0	0	0.01	10.26	18.01	4.99
FOXC1	0	0	30.76	0	13.52	0	0	0	0	0	0	0
TBC1D22A	0.02	0	0	0	0	0	0	10.38	0	4.05	0	0
SYNE2	34.8	27.85	14.36	0	32.38	6.4	1.87	0	22.63	2.93	58.41	46.45
PLEKHH1	0.26	0	0	0	4.29	0	0	0	0.16	16.35	0	0
ATP9A	3.6	0	0	0	1.09	0	0	0	0	5.31	0	0
SPO11	0	0	0	0	0	0	0	0	0	0	0	0
CBLN4	0	0	0	0	6.66	0	0	0	0	0	0	0
CHRDL2	0	0	0	0	44.34	0	3.27	0	1.05	8.1	0	0
FAM168A	0	0.06	0	0	0	0.01	0	0	0.64	14.68	6.56	0
RELT	0	0	0	0	0	0	0	0.21	0	0.08	2.53	0
GALC	0.05	0	0	0	98.85	0	0	0	2.55	0	1.38	2.48
NOP58	39.71	0	0	0	0	0.15	0	0	46.28	0	10.27	8.35
SZRD1	11.92	0	22.85	0	0	0	0	0	0.44	0	5.84	36.95
